task_id,iteration,eval_step,prop_step,num_samples,num_proposals,score
14,27,6,6,27,27,0.9710391822827938
14,28,6,6,28,28,0.9710391822827938
14,29,6,6,29,29,0.9982486865148862
14,30,6,6,30,30,0.9982486865148862
14,31,7,7,31,31,0.9982486865148862
14,32,7,7,32,32,0.9982486865148862
14,33,7,7,33,33,0.9982486865148862
14,34,7,7,34,34,0.9982486865148862
14,35,7,7,35,35,0.9982486865148862
14,36,8,8,36,36,0.9982486865148862
14,37,8,8,37,37,0.9982486865148862
14,38,8,8,38,38,1.0088028169014085
14,39,8,8,39,39,1.0088028169014085
14,40,8,8,40,40,1.0088028169014085
14,41,9,9,41,41,1.0088028169014085
14,42,9,9,42,42,1.0088028169014085
14,43,9,9,43,43,1.0088028169014085
14,44,9,9,44,44,1.0088028169014085
14,45,9,9,45,45,1.0088028169014085
14,46,10,10,46,46,1.0088028169014085
14,47,10,10,47,47,1.0088028169014085
14,48,10,10,48,48,1.0088028169014085
14,49,10,10,49,49,1.0088028169014085
14,50,10,10,50,50,1.0088028169014085
14,51,11,11,51,51,1.0088028169014085
15,0,0,0,0,0,0.0
15,1,1,1,1,1,0.0
15,2,1,1,2,2,0.0
15,3,1,1,3,3,0.0
15,4,1,1,4,4,0.0
15,5,1,1,5,5,0.0
15,6,2,2,6,6,0.0
15,7,2,2,7,7,0.0
15,8,2,2,8,8,0.0
15,9,2,2,9,9,0.0
15,10,2,2,10,10,0.0
15,11,3,3,11,11,0.0
15,12,3,3,12,12,0.0
15,13,3,3,13,13,0.0
15,14,3,3,14,14,0.0
15,15,3,3,15,15,0.8678646934460889
15,16,4,4,16,16,0.8678646934460889
15,17,4,4,17,17,0.8678646934460889
15,18,4,4,18,18,0.8678646934460889
15,19,4,4,19,19,0.8678646934460889
15,20,4,4,20,20,0.8678646934460889
15,21,5,5,21,21,0.8678646934460889
15,22,5,5,22,22,0.8678646934460889
15,23,5,5,23,23,0.8678646934460889
15,24,5,5,24,24,0.8678646934460889
15,25,5,5,25,25,0.8678646934460889
15,26,6,6,26,26,0.8678646934460889
15,27,6,6,27,27,0.8678646934460889
15,28,6,6,28,28,0.8678646934460889
15,29,6,6,29,29,0.8678646934460889
15,30,6,6,30,30,0.8678646934460889
15,31,7,7,31,31,0.8678646934460889
15,32,7,7,32,32,0.8678646934460889
15,33,7,7,33,33,0.8678646934460889
15,34,7,7,34,34,0.98676293622142
15,35,7,7,35,35,0.98676293622142
15,36,8,8,36,36,1.0073982737361282
15,37,8,8,37,37,1.0073982737361282
15,38,8,8,38,38,1.0073982737361282
15,39,8,8,39,39,1.0073982737361282
15,40,8,8,40,40,1.0073982737361282
15,41,9,9,41,41,1.0073982737361282
15,42,9,9,42,42,1.0073982737361282
15,43,9,9,43,43,1.0073982737361282
15,44,9,9,44,44,1.0073982737361282
15,45,9,9,45,45,1.0073982737361282
15,46,10,10,46,46,1.0160891089108912
15,47,10,10,47,47,1.0160891089108912
15,48,10,10,48,48,1.0160891089108912
15,49,10,10,49,49,1.0603448275862069
15,50,10,10,50,50,1.0667490729295428
15,51,11,11,51,51,1.0667490729295428
